code,treatment,rep,fungicide,institution,cultivar,city,state,year_analysis,year_trial,don,inc,sev,ph,yld,trial1,trial2
614 [18],Trat 7,3,Azoxistrobina + tebuconazole + mancozebe,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,591,100,3.3,NA,4866.7,Passo Fundo2017,2
615 [18],Trat 7,4,Azoxistrobina + tebuconazole + mancozebe,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,618.9,94,2,NA,4795,Passo Fundo2017,2
616 [18],Trat 8,1,Azoxistrobina + tebuconazole + mancozebe,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,341.7,100,2.3,75.3,4665,Passo Fundo2017,2
617 [18],Trat 8,2,Tebuconazole + trifloxistrobina + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,502.3,100,3,74.7,4725,Passo Fundo2017,2
618 [18],Trat 8,3,Tebuconazole + trifloxistrobina + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,541.9,100,2.9,NA,4771.7,Passo Fundo2017,2
619 [18],Trat 8,4,Tebuconazole + trifloxistrobina + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,748.9,100,2.6,NA,4568.3,Passo Fundo2017,2
620 [18],Trat 9,1,Trifloxistrobina + protioconazole + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,722.3,NA,NA,75.2,4891.7,Passo Fundo2017,2
621 [18],Trat 9,2,Trifloxistrobina + protioconazole + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,591.9,94,5.1,75.8,5191.7,Passo Fundo2017,2
622 [18],Trat 9,3,Trifloxistrobina + protioconazole + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,690.3,100,3.5,NA,5226.7,Passo Fundo2017,2
623 [18],Trat 9,4,Trifloxistrobina + protioconazole + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,271.9,100,6.2,NA,4693.3,Passo Fundo2017,2
624 [18],Trat 10,1,Piraclostrobina + metconazole + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,695.6,78,1.7,75.2,4886.7,Passo Fundo2017,2
625 [18],Trat 10,2,Piraclostrobina + metconazole + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,476.9,100,1.6,75,5108.3,Passo Fundo2017,2
626 [18],Trat 10,3,Piraclostrobina + metconazole + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,436.1,100,2,NA,4871.7,Passo Fundo2017,2
627 [18],Trat 10,4,Piraclostrobina + metconazole + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,504.4,100,1.9,NA,4691.7,Passo Fundo2017,2
628 [18],Trat 11,1,Clorotalonil + tebuconazole + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,537.5,100,5.8,74,4863.3,Passo Fundo2017,2
629 [18],Trat 11,2,Clorotalonil + tebuconazole + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,643.8,100,3.6,75.2,4801.7,Passo Fundo2017,2
630 [18],Trat 11,3,Clorotalonil + tebuconazole + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,725.7,96,4.2,NA,4665,Passo Fundo2017,2
631 [18],Trat 11,4,Clorotalonil + tebuconazole + carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,676.4,100,5.8,NA,5071.7,Passo Fundo2017,2
638 [18],Trat 1,1,aacheck,CCGL,Marfim,Cruz Alta,RS,2018,2017,2496.9,66,7.6,70.1,3927,Cruz Alta 2017,4
639 [18],Trat 2,1,Tebuconazole + trifloxistrobina,CCGL,Marfim,Cruz Alta,RS,2018,2017,1871.4,40,3.8,72.3,3729.5,Cruz Alta 2017,4
640 [18],Trat 3,1,Trifloxistrobina + protioconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,1500.3,51,5.2,72.5,4128.3,Cruz Alta 2017,4
641 [18],Trat 4,1,Piraclostrobina + metconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,1022.9,51.8,4.7,71.7,4045.1,Cruz Alta 2017,4
642 [18],Trat 5,1,Carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,2302.7,55,5.4,69.4,4287.2,Cruz Alta 2017,4
643 [18],Trat 6,1,Clorotalonil + tebuconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,2615.8,62,6.5,70.1,3842.6,Cruz Alta 2017,4
644 [18],Trat 7,1,Azoxistrobina + tebuconazole + mancozebe,CCGL,Marfim,Cruz Alta,RS,2018,2017,3621.2,57,6.5,71.2,4045.5,Cruz Alta 2017,4
645 [18],Trat 8,1,Tebuconazole + trifloxistrobina + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,1873.9,49,4.9,71.7,4004.9,Cruz Alta 2017,4
646 [18],Trat 9,1,Trifloxistrobina + protioconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,1620.4,51,4.3,72.1,4459.3,Cruz Alta 2017,4
647 [18],Trat 10,1,Piraclostrobina + metconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,1236.1,39,3.9,71.9,3868,Cruz Alta 2017,4
648 [18],Trat 11,1,Clorotalonil + tebuconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,2968.3,62,5.8,70.3,4115.3,Cruz Alta 2017,4
650 [18],Trat 1,2,aacheck,CCGL,Marfim,Cruz Alta,RS,2018,2017,3708.3,73.2,8.9,68.5,3361.5,Cruz Alta 2017,4
651 [18],Trat 2,2,Tebuconazole + trifloxistrobina,CCGL,Marfim,Cruz Alta,RS,2018,2017,1860.4,49,4.6,71.2,4062.1,Cruz Alta 2017,4
652 [18],Trat 3,2,Trifloxistrobina + protioconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,2483.5,53,4.6,73,3948.5,Cruz Alta 2017,4
653 [18],Trat 4,2,Piraclostrobina + metconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,2020.6,64,4.7,72.1,4795.2,Cruz Alta 2017,4
654 [18],Trat 5,2,Carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,1950.9,69,6.4,70.5,4006.9,Cruz Alta 2017,4
655 [18],Trat 6,2,Clorotalonil + tebuconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,3029.8,62,6.4,70.3,3476.5,Cruz Alta 2017,4
656 [18],Trat 7,2,Azoxistrobina + tebuconazole + mancozebe,CCGL,Marfim,Cruz Alta,RS,2018,2017,3214.1,60,6.6,71.2,4026,Cruz Alta 2017,4
657 [18],Trat 8,2,Tebuconazole + trifloxistrobina + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,2039.8,55,5.3,69.9,4287.2,Cruz Alta 2017,4
658 [18],Trat 9,2,Trifloxistrobina + protioconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,1984.3,52,4.9,71,3850.9,Cruz Alta 2017,4
659 [18],Trat 10,2,Piraclostrobina + metconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,1950.8,46,4,71,4122.8,Cruz Alta 2017,4
660 [18],Trat 11,2,Clorotalonil + tebuconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,2868.8,56,6.1,71,3881,Cruz Alta 2017,4
662 [18],Trat 1,3,aacheck,CCGL,Marfim,Cruz Alta,RS,2018,2017,2291.9,72,8.8,70.3,3585.1,Cruz Alta 2017,4
663 [18],Trat 2,3,Tebuconazole + trifloxistrobina,CCGL,Marfim,Cruz Alta,RS,2018,2017,582.8,45,3.7,72.3,3760.3,Cruz Alta 2017,4
664 [18],Trat 3,3,Trifloxistrobina + protioconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,909.7,44,4.1,72.3,4391.8,Cruz Alta 2017,4
665 [18],Trat 4,3,Piraclostrobina + metconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,1216.7,55,5,70.3,3687.8,Cruz Alta 2017,4
666 [18],Trat 5,3,Carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,3144.9,54,5.6,71.9,3513.5,Cruz Alta 2017,4
667 [18],Trat 6,3,Clorotalonil + tebuconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,3408.8,56,6,69.6,3385.5,Cruz Alta 2017,4
668 [18],Trat 7,3,Azoxistrobina + tebuconazole + mancozebe,CCGL,Marfim,Cruz Alta,RS,2018,2017,3976.2,59,6.4,71,3639.2,Cruz Alta 2017,4
669 [18],Trat 8,3,Tebuconazole + trifloxistrobina + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,3010.8,54,4.7,69,3445.3,Cruz Alta 2017,4
670 [18],Trat 9,3,Trifloxistrobina + protioconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,520.7,43,4.1,69.9,4037.3,Cruz Alta 2017,4
671 [18],Trat 10,3,Piraclostrobina + metconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,778.4,43,3.9,72.8,4073,Cruz Alta 2017,4
672 [18],Trat 11,3,Clorotalonil + tebuconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,1839.6,56,5.5,70.3,4211.5,Cruz Alta 2017,4
674 [18],Trat 1,4,aacheck,CCGL,Marfim,Cruz Alta,RS,2018,2017,1891.1,76,9.3,69.2,3589.2,Cruz Alta 2017,4
675 [18],Trat 2,4,Tebuconazole + trifloxistrobina,CCGL,Marfim,Cruz Alta,RS,2018,2017,562.7,45,4.2,71.7,4596.5,Cruz Alta 2017,4
676 [18],Trat 3,4,Trifloxistrobina + protioconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,1268.5,48.4,4.6,72.5,3669.3,Cruz Alta 2017,4
677 [18],Trat 4,4,Piraclostrobina + metconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,1573.3,47,4.1,71.2,3686.8,Cruz Alta 2017,4
678 [18],Trat 5,4,Carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,3549,61.6,6.4,71.7,3674.3,Cruz Alta 2017,4
679 [18],Trat 6,4,Clorotalonil + tebuconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,2620.7,61,6.7,69.4,3944.6,Cruz Alta 2017,4
680 [18],Trat 7,4,Azoxistrobina + tebuconazole + mancozebe,CCGL,Marfim,Cruz Alta,RS,2018,2017,4055.8,67,6.6,69.2,3206.7,Cruz Alta 2017,4
681 [18],Trat 8,4,Tebuconazole + trifloxistrobina + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,2325.5,52.2,4.7,72.1,4014.5,Cruz Alta 2017,4
682 [18],Trat 9,4,Trifloxistrobina + protioconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,2897.3,56,5.3,70.5,4025.8,Cruz Alta 2017,4
683 [18],Trat 10,4,Piraclostrobina + metconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,1960.7,42,3.9,72.1,3893.7,Cruz Alta 2017,4
684 [18],Trat 11,4,Clorotalonil + tebuconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,2621.7,69,6.8,69.9,3599.3,Cruz Alta 2017,4
686 [18],Trat 1,5,aacheck,CCGL,Marfim,Cruz Alta,RS,2018,2017,2725.2,68,8.9,70.5,4078.5,Cruz Alta 2017,4
687 [18],Trat 2,5,Tebuconazole + trifloxistrobina,CCGL,Marfim,Cruz Alta,RS,2018,2017,2082.5,50,4.9,71.4,3825,Cruz Alta 2017,4
688 [18],Trat 3,5,Trifloxistrobina + protioconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,1796.9,52,4.6,70.3,3947.6,Cruz Alta 2017,4
689 [18],Trat 4,5,Piraclostrobina + metconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,1515.9,59,5.4,71.7,3664.9,Cruz Alta 2017,4
690 [18],Trat 5,5,Carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,3195.4,60,6,72.3,4127.9,Cruz Alta 2017,4
691 [18],Trat 6,5,Clorotalonil + tebuconazole,CCGL,Marfim,Cruz Alta,RS,2018,2017,3614.9,63,6,70.5,3319.4,Cruz Alta 2017,4
692 [18],Trat 7,5,Azoxistrobina + tebuconazole + mancozebe,CCGL,Marfim,Cruz Alta,RS,2018,2017,3072.2,63.2,6.5,70.3,4129.8,Cruz Alta 2017,4
693 [18],Trat 8,5,Tebuconazole + trifloxistrobina + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,1824.2,52.2,5,71.7,4178.4,Cruz Alta 2017,4
694 [18],Trat 9,5,Trifloxistrobina + protioconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,1870.7,46.6,4.2,72.1,3273.9,Cruz Alta 2017,4
695 [18],Trat 10,5,Piraclostrobina + metconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,1738.4,40,4.4,70.3,3500.7,Cruz Alta 2017,4
696 [18],Trat 11,5,Clorotalonil + tebuconazole + carbendazim,CCGL,Marfim,Cruz Alta,RS,2018,2017,1974.7,61,6.1,72.3,3778.9,Cruz Alta 2017,4
698 [18],Trat 1,1,aacheck,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,20,3,52.8,2565.9,Ponta Grossa2017,5
699 [18],Trat 2,1,Tebuconazole + trifloxistrobina,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,23.3,1,53,2741.1,Ponta Grossa2017,5
700 [18],Trat 3,1,Trifloxistrobina + protioconazole,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,20,1,54.3,2900.1,Ponta Grossa2017,5
701 [18],Trat 4,1,Piraclostrobina + metconazole,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,16.7,1,53.9,2708.7,Ponta Grossa2017,5
702 [18],Trat 5,1,Carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,26.7,2,53.6,2692,Ponta Grossa2017,5
703 [18],Trat 6,1,Clorotalonil + tebuconazole,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,20,1,56.1,2797,Ponta Grossa2017,5
704 [18],Trat 7,1,Azoxistrobina + tebuconazole + mancozebe,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,23.3,0.6,55.8,2789.2,Ponta Grossa2017,5
705 [18],Trat 8,1,Azoxistrobina + tebuconazole + mancozebe,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,23.3,1,54.9,2938.5,Ponta Grossa2017,5
706 [18],Trat 9,1,Trifloxistrobina + protioconazole + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,16.7,0.5,58.6,3051.1,Ponta Grossa2017,5
707 [18],Trat 10,1,Piraclostrobina + metconazole + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,10,0.9,57.8,3192.7,Ponta Grossa2017,5
708 [18],Trat 11,1,Clorotalonil + tebuconazole + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,20,1,54.5,2828,Ponta Grossa2017,5
709 [18],Trat 1,2,aacheck,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,30,3.3,57.2,2460.9,Ponta Grossa2017,5
710 [18],Trat 2,2,Tebuconazole + trifloxistrobina,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,20,0.8,57.6,2775.6,Ponta Grossa2017,5
711 [18],Trat 3,2,Trifloxistrobina + protioconazole,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,13.3,0.7,58.1,2808.7,Ponta Grossa2017,5
712 [18],Trat 4,2,Piraclostrobina + metconazole,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,20,1,58.5,2968.4,Ponta Grossa2017,5
713 [18],Trat 5,2,Carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,16.7,1,57.2,2807.2,Ponta Grossa2017,5
714 [18],Trat 6,2,Clorotalonil + tebuconazole,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,307,30,1.5,58,2887.1,Ponta Grossa2017,5
715 [18],Trat 7,2,Azoxistrobina + tebuconazole + mancozebe,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,305.3,23.3,1,59.3,2868.5,Ponta Grossa2017,5
716 [18],Trat 8,2,Tebuconazole + trifloxistrobina + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,264.1,23.3,1,58,2982.6,Ponta Grossa2017,5
717 [18],Trat 9,2,Trifloxistrobina + protioconazole + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,250.4,20,1,59.3,3166.8,Ponta Grossa2017,5
718 [18],Trat 10,2,Piraclostrobina + metconazole + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,316.1,23.3,0.5,61.2,3087.1,Ponta Grossa2017,5
719 [18],Trat 11,2,Clorotalonil + tebuconazole + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,20,0.7,58.4,3018,Ponta Grossa2017,5
720 [18],Trat 1,3,aacheck,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,30,3.2,61.6,2747,Ponta Grossa2017,5
721 [18],Trat 2,3,Tebuconazole + trifloxistrobina,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,23.3,1.2,62.1,3209,Ponta Grossa2017,5
722 [18],Trat 3,3,Trifloxistrobina + protioconazole,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,30,1,61.8,2712,Ponta Grossa2017,5
723 [18],Trat 4,3,Piraclostrobina + metconazole,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,305.1,30,0.8,63,3238,Ponta Grossa2017,5
724 [18],Trat 5,3,Carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,276.9,23.3,2,60.7,2924.8,Ponta Grossa2017,5
725 [18],Trat 6,3,Clorotalonil + tebuconazole,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,284.4,30,1,59.9,2978.6,Ponta Grossa2017,5
726 [18],Trat 7,3,Azoxistrobina + tebuconazole + mancozebe,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,33.3,0.7,62.8,2948.8,Ponta Grossa2017,5
727 [18],Trat 8,3,Tebuconazole + trifloxistrobina + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,23.3,1,61.1,3026.8,Ponta Grossa2017,5
728 [18],Trat 9,3,Trifloxistrobina + protioconazole + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,20,1,59.9,2884.9,Ponta Grossa2017,5
729 [18],Trat 10,3,Piraclostrobina + metconazole + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,13.3,0.5,64.5,2976,Ponta Grossa2017,5
730 [18],Trat 11,3,Clorotalonil + tebuconazole + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,13.3,1,62.3,3172.5,Ponta Grossa2017,5
731 [18],Trat 1,4,aacheck,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,26.7,4,58.5,2689.4,Ponta Grossa2017,5
732 [18],Trat 2,4,Tebuconazole + trifloxistrobina,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,23.3,1.5,58.9,2855.8,Ponta Grossa2017,5
733 [18],Trat 3,4,Trifloxistrobina + protioconazole,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,23.3,1,58.8,3329.3,Ponta Grossa2017,5
734 [18],Trat 4,4,Piraclostrobina + metconazole,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,20,0.6,58.8,2941.3,Ponta Grossa2017,5
735 [18],Trat 5,4,Carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,26.7,1.5,59,3016.8,Ponta Grossa2017,5
736 [18],Trat 6,4,Clorotalonil + tebuconazole,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,26.7,0.7,58.4,3087.4,Ponta Grossa2017,5
737 [18],Trat 7,4,Azoxistrobina + tebuconazole + mancozebe,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,40,0.7,58.9,3289.8,Ponta Grossa2017,5
738 [18],Trat 8,4,Tebuconazole + trifloxistrobina + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,23.3,0.7,59.1,2848.7,Ponta Grossa2017,5
739 [18],Trat 9,4,Trifloxistrobina + protioconazole + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,16.7,0.5,59.1,3061.3,Ponta Grossa2017,5
740 [18],Trat 10,4,Piraclostrobina + metconazole + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,16.7,0.5,59,3039.3,Ponta Grossa2017,5
741 [18],Trat 11,4,Clorotalonil + tebuconazole + carbendazim,CWR,Tbio Toruk,Ponta Grossa,PR,2018,2017,0,20,0.7,59.1,2872.4,Ponta Grossa2017,5
1 [19],Trat 1,1,aacheck,CWR,NA,Palmeira,PR,2019,2018,4163.4,100,NA,30.7,1251,Palmeira2018,6
10 [19],Trat 10,1,Trifloxistrobina + protioconazole + carbendazim,CWR,NA,Palmeira,PR,2019,2018,1371,78,NA,33.4,1823.1,Palmeira2018,6
1000 [19],Trat 14,2,Clorotalonil + tebuconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2019,2018,2836.8,75,10.2,76.7,5415,Passo Fundo2018,7
1001 [19],Trat 14,3,Clorotalonil + tebuconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2019,2018,2552.6,77,10.3,76.7,5665,Passo Fundo2018,7
1002 [19],Trat 14,4,Clorotalonil + tebuconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2019,2018,1458.6,75,12.7,77.1,5795,Passo Fundo2018,7
11 [19],Trat 11,1,Piraclostrobina + metconazole + carbendazim,CWR,NA,Palmeira,PR,2019,2018,1446.1,71,NA,34.4,1630.5,Palmeira2018,6
12 [19],Trat 12,1,Clorotalonil + tebuconazole + carbendazim,CWR,NA,Palmeira,PR,2019,2018,2499.3,78,NA,33,1955.4,Palmeira2018,6
13 [19],Trat 1,2,aacheck,CWR,NA,Palmeira,PR,2019,2018,4240.8,100,NA,31.2,1631.1,Palmeira2018,6
14 [19],Trat 2,2,Tebuconazole + trifloxistrobina,CWR,NA,Palmeira,PR,2019,2018,1998.2,91,NA,33.9,1923,Palmeira2018,6
15 [19],Trat 3,2,Piraclostrobina + metconazole,CWR,NA,Palmeira,PR,2019,2018,2068.9,89,NA,33,2028.9,Palmeira2018,6
16 [19],Trat 4,2,Trifloxistrobina + protioconazole,CWR,NA,Palmeira,PR,2019,2018,1964.8,93,NA,34.7,2206.8,Palmeira2018,6
17 [19],Trat 5,2,Metconazol,CWR,NA,Palmeira,PR,2019,2018,1479.1,90,NA,33.6,2080.5,Palmeira2018,6
18 [19],Trat 6,2,Carbendazim,CWR,NA,Palmeira,PR,2019,2018,577.8,64,NA,33.4,2396.3,Palmeira2018,6
19 [19],Trat 7,2,Clorotalonil + tebuconazole,CWR,NA,Palmeira,PR,2019,2018,5164.8,91,NA,33.8,1800.3,Palmeira2018,6
2 [19],Trat 2,1,Tebuconazole + trifloxistrobina,CWR,NA,Palmeira,PR,2019,2018,2116.1,88,NA,33.7,1697.1,Palmeira2018,6
20 [19],Trat 8,2,Azoxistrobina + tebuconazole + mancozebe,CWR,NA,Palmeira,PR,2019,2018,4680,93,NA,32.8,1711.3,Palmeira2018,6
21 [19],Trat 9,2,Tebuconazole + trifloxistrobina + carbendazim,CWR,NA,Palmeira,PR,2019,2018,3356.7,79,NA,31.3,2003,Palmeira2018,6
22 [19],Trat 10,2,Trifloxistrobina + protioconazole + carbendazim,CWR,NA,Palmeira,PR,2019,2018,2104.9,77,NA,33.7,2374.5,Palmeira2018,6
23 [19],Trat 11,2,Piraclostrobina + metconazole + carbendazim,CWR,NA,Palmeira,PR,2019,2018,1502.6,68,NA,35.6,1980.8,Palmeira2018,6
24 [19],Trat 12,2,Clorotalonil + tebuconazole + carbendazim,CWR,NA,Palmeira,PR,2019,2018,2900.2,76,NA,34.1,2283.9,Palmeira2018,6
25 [19],Trat 1,3,aacheck,CWR,NA,Palmeira,PR,2019,2018,4451.2,100,NA,32.5,1360.1,Palmeira2018,6
26 [19],Trat 2,3,Tebuconazole + trifloxistrobina,CWR,NA,Palmeira,PR,2019,2018,1723.7,90,NA,34.2,2044,Palmeira2018,6
27 [19],Trat 3,3,Piraclostrobina + metconazole,CWR,NA,Palmeira,PR,2019,2018,2875.5,86,NA,31.1,2111.9,Palmeira2018,6
28 [19],Trat 4,3,Trifloxistrobina + protioconazole,CWR,NA,Palmeira,PR,2019,2018,2774.4,91,NA,32.4,2268.6,Palmeira2018,6
29 [19],Trat 5,3,Metconazol,CWR,NA,Palmeira,PR,2019,2018,1855.5,83,NA,33.8,2173.2,Palmeira2018,6
3 [19],Trat 3,1,Piraclostrobina + metconazole,CWR,NA,Palmeira,PR,2019,2018,2856.3,93,NA,32.3,1838,Palmeira2018,6
30 [19],Trat 6,3,Carbendazim,CWR,NA,Palmeira,PR,2019,2018,1053.8,66,NA,33.3,2231.5,Palmeira2018,6
31 [19],Trat 7,3,Clorotalonil + tebuconazole,CWR,NA,Palmeira,PR,2019,2018,4930.2,81,NA,30.8,1654.7,Palmeira2018,6
32 [19],Trat 8,3,Azoxistrobina + tebuconazole + mancozebe,CWR,NA,Palmeira,PR,2019,2018,4367.2,87,NA,31.9,1830.9,Palmeira2018,6
33 [19],Trat 9,3,Tebuconazole + trifloxistrobina + carbendazim,CWR,NA,Palmeira,PR,2019,2018,1395.6,72,NA,32.4,2093.4,Palmeira2018,6
34 [19],Trat 10,3,Trifloxistrobina + protioconazole + carbendazim,CWR,NA,Palmeira,PR,2019,2018,1031.2,73,NA,32.8,2282.6,Palmeira2018,6
35 [19],Trat 11,3,Piraclostrobina + metconazole + carbendazim,CWR,NA,Palmeira,PR,2019,2018,1534.7,67,NA,34.3,2426,Palmeira2018,6
36 [19],Trat 12,3,Clorotalonil + tebuconazole + carbendazim,CWR,NA,Palmeira,PR,2019,2018,1857,77,NA,33.8,2002.7,Palmeira2018,6
37 [19],Trat 1,4,aacheck,CWR,NA,Palmeira,PR,2019,2018,3867.6,100,NA,31.9,1175.6,Palmeira2018,6
38 [19],Trat 2,4,Tebuconazole + trifloxistrobina,CWR,NA,Palmeira,PR,2019,2018,1599.6,83,NA,32.8,1862,Palmeira2018,6
39 [19],Trat 3,4,Piraclostrobina + metconazole,CWR,NA,Palmeira,PR,2019,2018,1550.7,93,NA,33.2,1936.4,Palmeira2018,6
4 [19],Trat 4,1,Trifloxistrobina + protioconazole,CWR,NA,Palmeira,PR,2019,2018,1920.2,91,NA,34,1997.4,Palmeira2018,6
40 [19],Trat 4,4,Trifloxistrobina + protioconazole,CWR,NA,Palmeira,PR,2019,2018,1785,97,NA,32,2114.7,Palmeira2018,6
41 [19],Trat 5,4,Metconazol,CWR,NA,Palmeira,PR,2019,2018,1084.5,87,NA,32.2,2152.5,Palmeira2018,6
42 [19],Trat 6,4,Carbendazim,CWR,NA,Palmeira,PR,2019,2018,463.7,71,NA,34.3,2172.3,Palmeira2018,6
43 [19],Trat 7,4,Clorotalonil + tebuconazole,CWR,NA,Palmeira,PR,2019,2018,3274,88,NA,32.3,1609.9,Palmeira2018,6
